id;supplier_code;supplier_name;supplier_address;telephone;fax;email;contact_person;is_active;is_delete;created_by;created_date;updated_by;updated_date;type
323;615;ARFAN SASIWU;-;NULL;NULL;NULL;NULL;Y;N;SYS;2014-10-15 13:01:35.190;NULL;NULL;NULL
324;608;RUDDY MINGGU;-;NULL;NULL;NULL;NULL;Y;N;SYS;2014-10-15 13:01:35.190;NULL;NULL;NULL
325;607;MICHAEL TUMBUAN;-;NULL;NULL;NULL;NULL;Y;N;SYS;2014-10-15 13:01:35.190;NULL;NULL;NULL
327;508;CV POLYPACK PERKASA;-;NULL;NULL;NULL;NULL;Y;N;SYS;2014-10-15 13:01:35.190;NULL;NULL;NULL
328;505;CARRYBOY OFF ROAD;-;NULL;NULL;NULL;NULL;Y;N;SYS;2014-10-15 13:01:35.190;NULL;NULL;NULL
330;465;PT ABSORDRY INTERNATIONAL;KARTASURA SOLO;081548651117;;;NULL;Y;N;SYS;2014-10-15 13:01:35.190;USER0008;2025-05-30 14:49:20.853;NULL
331;400;PD. BINA MULIA;JAKARTA BARAT;021 6901419;021 6906050;;NULL;Y;N;SYS;2014-10-15 13:01:35.190;USER0008;2016-07-20 16:12:39.670;NULL
332;391;PT HIMALAYA EVEREST JAYA;-;NULL;NULL;NULL;NULL;Y;N;SYS;2014-10-15 13:01:35.190;NULL;NULL;NULL
333;365;PT GLOBAL MITRANDA;-;NULL;NULL;NULL;NULL;N;N;SYS;2014-10-15 13:01:35.190;NULL;NULL;NULL
334;361;STERITECH PRODUCT;-;NULL;NULL;NULL;NULL;Y;N;SYS;2014-10-15 13:01:35.190;NULL;NULL;NULL
335;356;TK KRISBOW;-;NULL;NULL;NULL;NULL;Y;N;SYS;2014-10-15 13:01:35.190;NULL;NULL;NULL
337;33;PT SETIA MAKMUR SURABAYA;SURABAYA;081330780729;085100705976;;NULL;Y;N;SYS;2014-10-15 13:01:35.190;USER0008;2025-08-29 10:19:43.873;NULL
338;311;TOKO WALUKOUW JAYA;BITUNG;;;;NULL;Y;N;SYS;2014-10-15 13:01:35.190;USER0008;2018-09-20 09:05:16.157;NULL
339;30;UD BERKAT ANUGERAH;CALACA  MANADO;081340112611;;;NULL;Y;N;SYS;2014-10-15 13:01:35.190;USER0008;2024-03-06 17:39:52.707;NULL
340;294;DINAS DAMKAR KOTA BITUNG;-;NULL;NULL;NULL;NULL;Y;N;SYS;2014-10-15 13:01:35.190;NULL;NULL;NULL
341;291;SOEIGIANTO THE;-;NULL;NULL;NULL;NULL;Y;N;SYS;2014-10-15 13:01:35.190;NULL;NULL;NULL
342;201;CV.MITRA SENTOSA;-;NULL;NULL;NULL;NULL;Y;N;SYS;2014-10-15 13:01:35.190;NULL;NULL;NULL
344;146;PT. MUGI;-;NULL;NULL;NULL;NULL;Y;N;SYS;2014-10-15 13:01:35.190;NULL;NULL;NULL
346;510;JKS INTERNATIONAL  CO LTD;THAILAND;;;;JARAVEE;Y;N;USER0008;2014-10-15 14:11:16.600;USER0008;2014-10-15 14:11:16.617;NULL
347;669;YUDITH TACASILY;BITUNG;081356102044;;;KO SUI;Y;N;USER0008;2014-10-21 10:00:24.547;USER0008;2016-04-01 14:43:32.280;NULL
348;426;JUMBO SWALAYAN;MANADO;;;;NO;Y;N;USER0008;2014-10-21 11:36:10.447;USER0008;2014-10-21 11:36:10.463;NULL
349;550;ANUGERAH TAILOR;BITUNG;;;;ROMI;Y;N;USER0008;2014-10-27 09:41:50.377;USER0008;2024-03-01 14:43:49.800;NULL
350;670;DUWI ANTORO;JAKARTA;081286942826;;;DUWI;Y;N;USER0007;2014-10-28 17:36:20.220;USER0007;2014-10-28 17:36:20.237;NULL
351;671;FAISOL TEKNISI INJET PRINTER;JAKARTA;;;;FAISOL;Y;N;USER0007;2014-10-29 11:20:15.083;USER0007;2014-10-29 11:20:15.097;NULL
352;628;PT. RADINKA ANUGRA;JAKARTA 12760;021-7970515;021-7970317;;RISNA;Y;N;USER0009;2014-10-29 14:53:39.500;USER0009;2014-10-30 10:48:30.987;NULL
353;474;CV MULTI QUALITY;MANADO;08124252238;;;MURIANTO;Y;N;USER0008;2014-10-29 15:37:49.213;USER0008;2014-10-29 15:39:26.187;NULL
354;672;CV.SARANA USAHA MANDIRI;SURABAYA;031-3812187;031-3812316;;SISKA;Y;N;USER0007;2014-11-14 14:25:08.450;USER0007;2014-11-14 14:25:08.467;NULL
355;673;THE ADDICT;MANADO;0431-8882846;;info@theaddictindonesia.;Ardie;Y;N;USER0009;2014-11-14 15:18:45.977;USER0009;2014-11-14 15:18:45.990;NULL
356;674;CV MAJU BERSAMA JAYA;BITUNG;;;;EKO WIJONO;Y;N;USER0008;2014-11-17 13:23:45.273;USER0008;2014-11-17 13:23:45.290;NULL
357;675;CV BERKAT MEMBANGUN PERSADA;GIRIAN BITUNG;;;;BP DEXTER;Y;N;USER0008;2014-11-18 13:46:29.240;USER0008;2014-11-18 13:46:29.257;NULL
358;676;TK MEGAH BUANA;MANADO;082188708351;;;BP ADRIE;Y;N;USER0008;2014-11-25 10:29:00.187;USER0008;2014-11-25 10:29:00.203;NULL
359;677;TOKO PELANGI JAYA MANADO;KOMPLEKS PASAR 45 MANADO;0431-852044;;;PELANGI JAYA;Y;N;USER0007;2014-11-25 16:19:54.617;USER0007;2014-11-25 16:19:54.633;NULL
360;678;RED STUDIO;BITUNG;085240635702;;;FRANGKY WALUKOU;Y;N;USER0008;2014-12-03 10:18:40.427;USER0008;2014-12-03 10:18:40.440;NULL
361;367;CV TRIMIX SULUT SEJATI;JLN SARAPUNG MANADO;0431 - 588889 / 890;0431 - 858891;;BPK LONA WURANGIAN;Y;N;USER0008;2014-12-15 10:30:26.757;USER0008;2014-12-15 10:30:26.773;NULL
362;352;DEXTER SALINDEHO;BITUNG;081243136610;;;DEXTER;Y;N;USER0008;2014-12-17 15:59:06.090;USER0008;2014-12-17 15:59:06.103;NULL
363;039;PT. BHINNEKA MENTARIDIMENSI;"JL. GUNUNG SAHARI RAYA ";021-2929 2828;021-425 7787;faisol.yuniansyah@bhinnek;Fais;Y;N;USER0009;2014-12-19 17:22:19.617;USER0009;2014-12-19 17:22:19.633;NULL
364;309;PT GIVANA BERDIKARI;GIRIAN BITUNG;;;;BP FRANGKY MARAGAU;Y;N;USER0008;2014-12-22 14:43:24.123;USER0008;2014-12-22 14:43:24.140;NULL
365;679;ADRIE REGAR;MANADO;085240883450;081340143745;;YOSUA;Y;N;USER0008;2015-01-06 09:22:52.443;USER0008;2024-08-28 16:45:39.697;NULL
366;680;CV.SANTOSA MAKMUR WIJAYA TEHNIK;TANGERANG JAKARTA;087886676517;;;SUSANTI;Y;N;USER0007;2015-01-09 10:15:13.100;USER0007;2015-01-09 10:15:13.117;NULL
367;681;SMART COMPUTER BITUNG;"BITUNG ";;;;STEVE;Y;N;USER0007;2015-01-13 11:00:28.157;USER0007;2015-01-13 11:00:28.170;NULL
368;682;CV AUSTI PRATAMA;BITUNG;085352949470;;;RAMADHAN;Y;N;USER0008;2015-01-14 16:42:22.030;USER0008;2015-01-14 16:42:22.043;NULL
369;683;ABD.Rahman pt IKI;BITUNGABD;;;;ABD. RAHMAN;Y;N;USER0007;2015-01-15 11:02:37.777;USER0007;2015-01-15 11:02:37.793;NULL
370;178;ACEITES ABRIL SL;SPAIN;0034 988 383 747;0034 988 383 943;;ABRIL;Y;N;USER0009;2015-01-22 11:51:33.707;USER0009;2015-01-22 11:51:33.723;NULL
371;684;UD ARSYAM;MADIDIR BITUNG;085299965050;;;SYAM;Y;N;USER0008;2015-01-30 09:39:16.743;USER0008;2015-01-30 09:39:16.760;NULL
372;005;ALVIN JAYA;BITUNG;081340739000;;;BP. ALVIN;Y;N;USER0009;2015-02-02 15:00:23.453;USER0009;2016-08-08 11:14:54.983;NULL
373;685;FOODS MACHINES SUPPLIES CO LT D;BANGKOK THAILAND;026871880;034865359;fmcth@foodsmachines.com;Samroeng Khampinta;Y;N;USER0008;2015-02-03 09:01:07.160;USER0008;2015-02-03 09:01:07.193;NULL
374;686;TK NOOR AINY;BITUNG;;;;BP DEDY;Y;N;USER0008;2015-02-05 11:12:55.073;USER0008;2021-08-25 11:18:20.710;NULL
375;687;TANENG C ALEXANDER;MANADO;0431 852933;;;KO' TEK;Y;N;USER0007;2015-02-05 15:27:40.097;USER0007;2024-11-07 14:47:02.527;NULL
376;206;AIRLANGGA SOUVENIR;SURABAYA;031 34012129;;;MOH. LUKMAN HAKIM;Y;N;USER0009;2015-02-11 17:46:09.207;USER0009;2015-02-11 17:46:09.223;NULL
377;688;POLITEKNIK NEGERI MANADO;MANADO;;;;PRIYONO;Y;N;USER0007;2015-02-20 15:02:03.300;USER0007;2015-02-20 15:02:03.313;NULL
378;689;GEMINI STAR SABLON;WANGURER BITUNG;081356545994;;;BP IWAN;Y;N;USER0008;2015-02-27 09:45:55.443;USER0008;2015-02-27 09:45:55.460;NULL
379;690;ROYKE Y TANGKERE SE;WANGURER BITUNG;085395997979;;;BPK ROY;Y;N;USER0008;2015-03-06 10:47:03.987;USER0008;2015-03-06 10:47:04.000;NULL
380;691;KIOS BUNGA KEMBANG VONNY;MADIDIR BITUNG;;;;EKO PRIYONO;Y;N;USER0008;2015-03-06 14:56:38.347;USER0008;2020-12-16 14:17:52.770;NULL
381;692;LPROART CINEMATOGRAPHY;MRC LANTAI 2 BLOK A31 MANADO;;;arthurlapian@yahoo.com;ARTHUR LAPIAN;Y;N;USER0008;2015-03-06 15:48:31.520;USER0008;2015-03-06 15:48:31.533;NULL
382;693;MUHAMMAD RAMADHAN;GIRIAN BITUNG;085352949470;;;"BPK RAMADHAN ";Y;N;USER0008;2015-03-13 17:43:04.537;USER0008;2015-03-13 17:43:04.553;NULL
383;694;PT HADE PERMATA ELECTRIC;PORIS INDAH BLIK C 160 CIPONDOH TANGERANG;0215541342;0215541342;;BPK DIDI;Y;N;USER0008;2015-03-17 15:55:21.997;USER0008;2015-03-17 15:55:22.017;NULL
384;187;PT SARIJASA TRANSUTAMA;JAKARTA;0214300066;;;BPK DESMON;Y;N;USER0008;2015-03-20 09:55:07.647;USER0008;2015-03-20 09:55:07.663;NULL
385;270;CAROLINA FERIA;BITUNG;;;;CAROLINA FERIA;Y;N;USER0009;2015-03-23 17:13:59.757;USER0009;2015-03-23 17:13:59.773;NULL
386;001;WAROENG KOMPUTER;MANADO;0811430370;;jeffrey.salindeho@ymail.c;JEFFREY SALINDEHO;Y;N;USER0009;2015-03-26 17:16:26.630;USER0009;2015-03-26 17:16:26.647;NULL
387;479;BOERGER PUMPS ASIA PTE LT;SINGAPORE;;;asia@boerger.com;081340143745;Y;N;USER0008;2015-03-31 13:13:19.597;USER0008;2015-11-23 10:30:09.190;NULL
388;002;AHLI KUNCI;BITUNG;081243282900;;;MR. KUNCI;Y;N;USER0009;2015-04-01 09:43:19.380;USER0009;2015-04-01 09:43:19.397;NULL
389;480;"KOPERASI KARYAWAN SINAR ";JLN RAYA MADIDIR BITUNG;;;;082188726878;Y;N;USER0008;2015-04-13 09:25:12.793;USER0008;2020-07-07 11:03:58.367;NULL
390;695;CV MULTI SARANA ELECTRONIK;JL. SAMRAT  NO 172 MANADO;;;;LINTJE PAPUA;Y;N;USER0007;2015-04-13 14:18:12.030;USER0007;2015-04-13 14:18:12.053;NULL
391;003;DIESEL POWER HOLLAND BV;MOERDIJK THE NETHERLANDS;+31 (0) 168 388 488;+31 (0)168 329 620;info@dieselpowerholland.c;***8;Y;N;USER0009;2015-04-27 15:53:28.647;USER0009;2015-04-27 15:53:28.667;NULL
392;189;PT SINAR PUTRA JAYA;J A K A R T A;081381032922;(+62) 216598025;server_sinarputrajaya@yah;Bp Rudi;Y;N;USER0008;2015-05-06 11:43:39.367;USER0008;2015-05-06 11:43:39.380;NULL
393;200;HENDRIK;BITUNG;085240677443;;;PAK HENDRIK;Y;N;USER0008;2015-05-08 15:39:16.727;USER0008;2015-05-08 15:39:16.743;NULL
394;004;PT. GALVA TECHNOLOGIES TB;MANADO;"0431 856908; 875627";085256183722;wrompis@galva.co.id;WALDY ROMPIS;Y;N;USER0009;2015-05-11 17:07:55.973;USER0008;2024-11-13 10:02:50.767;NULL
395;696;TOKO SEDERHANA;RUKO PATETEN;;;;UNGKE;Y;N;USER0007;2015-05-22 09:38:58.197;USER0007;2015-05-22 09:38:58.213;NULL
396;010;PT. Gramedia Asri Media;MANADO;;;;Ibu Anggraini;Y;N;USER0008;2015-05-25 16:56:48.833;USER0008;2015-08-06 08:48:26.690;NULL
397;697;UD.PANATEK;BITUNG;081340315000;;;UD.PANATEK;Y;N;USER0007;2015-05-28 09:12:45.693;USER0007;2015-05-28 09:12:45.707;NULL
398;020;CV KOMBOS BITUNG;JL Wolter Mongisidi NO 2;(0438)21255;(0438)21359;;Ibu. Windy;Y;N;USER0008;2015-06-01 11:55:41.113;USER0008;2015-06-01 11:55:41.127;NULL
399;030;EXPEDISI SINAR INTAN JAYA;SURABAYA;;;;BP BUDI;Y;N;USER0008;2015-06-05 09:56:36.010;USER0008;2015-06-05 09:56:36.027;NULL
400;006;JAKARTA MOTOR;MANADO;0895354446645;;;Bp. CHRISTIAN;Y;N;USER0009;2015-06-05 13:24:38.973;USER0008;2017-11-24 09:46:47.617;NULL
401;100;PAK URIP;"B I T U N G ";081257513883;;;PAK URIP;Y;N;USER0008;2015-06-08 08:47:13.850;USER0008;2015-06-08 08:47:13.867;NULL
402;015;AIRWINDO;JAKARTA;081517009594;;AIRWINDO.COM@GMAIL.COM;BP DICKY;Y;N;USER0008;2015-06-15 11:05:12.007;USER0008;2015-06-15 11:05:48.297;NULL
403;698;PAK TOMO;BITUNG;;;;TOMO;N;Y;USER0007;2015-06-19 14:36:28.440;USER0008;2018-05-02 17:01:18.607;NULL
404;699;PT SUTINDO SEJAHTERA;SURABAYA;031 - 5451378;;sales.ss@sejahtera.com;Selvi;Y;N;USER0008;2015-07-02 16:26:24.890;USER0008;2015-07-02 16:26:24.907;NULL
405;700;FLOTWEG  SEPARATION TECHNOLOGY;DEUTSCHLAND;;;;EDWIN;Y;N;USER0008;2015-07-07 08:56:23.247;USER0008;2015-07-07 08:56:23.267;NULL
406;701;PT.MULTI MITRA USAHA BERS;TANGERANG SELATAN;02198330658;;;MR.ISWANSYAH PUTRA;Y;N;USER0007;2015-07-10 11:27:41.687;USER0007;2015-08-27 15:07:45.647;NULL
407;702;RAMA COOL;MANADO;;;;RAMA COOL;Y;N;USER0007;2015-07-13 01:51:31.733;USER0007;2015-07-13 01:51:31.733;NULL
408;703;TK IMANUEL;GIRIAN BITUNG;0438 3534;;;CI;Y;N;USER0008;2015-07-14 23:59:13.813;USER0008;2015-07-14 23:59:13.813;NULL
409;704;TK ANEKA BAUT;MANADO;0431 859048;0431874559;;DOLLY;Y;N;USER0008;2015-07-19 18:16:19.717;USER0008;2016-06-29 10:16:46.280;NULL
410;007;"AGRO MANUFACTURING DAN TRADING ";BOGOR UTARA;0812 870 5420, 0251- 8659;;"iswandi.husni@cv-mh.com  ";Iswandi Husni;Y;N;USER0009;2015-07-27 02:34:31.430;USER0009;2015-07-27 02:34:31.447;NULL
411;705;TK SUMBER MAJU;GIRIAN BITUNG;;;;EWIN;Y;N;USER0008;2015-07-30 02:06:04.780;USER0008;2015-07-30 02:06:04.780;NULL
412;315;PT ADIMAS ISOLASITAMA;"JL PANG JAYAKARTA 131 A11 JAKARTA 1037 ";;;;WIWIN;Y;N;USER0008;2015-07-30 22:57:57.263;USER0008;2015-07-30 22:57:57.280;NULL
413;706;PT DWIJAYA MULIA PACKINDO;TANGERANG;021 - 29030320;;;BP AWI;Y;N;USER0008;2015-08-02 18:12:58.873;USER0008;2015-08-02 18:12:58.887;NULL
414;297;TK SUMBER TERANG;PASAR 45 MANADO;;;;STENLY;Y;N;USER0008;2015-08-07 11:06:47.527;USER0008;2017-10-24 16:02:11.597;NULL
415;011;PT. MATAHARI INTI PERKASA;MANADO;0431-850286;;;KEKE;Y;N;USER0009;2015-08-07 11:17:35.163;USER0009;2015-10-05 15:49:50.530;NULL
416;707;IMETA;Italia;+39.0521.211411;+39.0521.211419;sales@imeta.it;Guerrino Greci;Y;N;USER0007;2015-08-10 11:07:12.007;USER0007;2015-08-10 11:08:08.193;NULL
417;436;AT2 KREATIF;PATETEN BITUNG;085256076275;;;ARIF HUSAIN;Y;N;USER0008;2015-08-10 11:18:54.657;USER0008;2015-08-10 11:18:54.657;NULL
418;708;ABADI TEKNIK SAFETY;JLN BINTARA V RT02 RW02 NO 106 BEKASI BARAT JAW A BARAT;02188860017;;abaditeknik_safety18@yaho;ADITYA;Y;N;USER0008;2015-08-11 16:35:17.360;USER0008;2015-08-12 15:32:22.683;NULL
419;438;UD JAYA MAJU LESTARI;MADIDIR BITUNG;0811439098;;;NOVA;Y;N;USER0008;2015-08-12 13:34:37.963;USER0008;2015-08-12 13:34:37.977;NULL
420;709;PT.WAHANA MANDIRI TEKNOLOGY;JAKARTA;;;;JODI SETIAWAN;Y;N;USER0007;2015-08-18 11:36:54.030;USER0007;2015-08-18 11:36:54.047;NULL
421;710;PT ABB SAKTI INDUSTRI;JAKARTA;02125595642;02125515566/5565;Hidayat.Ambo@id.abb.com;MR.HIDAYAT;Y;N;USER0007;2015-09-07 10:23:42.217;USER0007;2015-09-07 10:23:42.233;NULL
422;711;KANAKA BUBUT;MANADO;62 811434126;;bernykho@gmail.com;Berny Tangkilisan;Y;N;USER0007;2015-10-12 13:45:31.983;USER0007;2015-10-12 13:45:32.030;NULL
423;712;"TOKO SINAR TERANG ";BITUNG;21240;;;SINAR TERANG;Y;N;USER0007;2015-10-28 10:29:29.730;USER0008;2019-09-02 13:17:32.817;NULL
424;713;MULTI MART MANTOS;MANADO;;;;MULTI MART;Y;N;USER0007;2015-11-04 09:01:00.047;USER0007;2015-11-04 09:01:00.063;NULL
425;012;"PT. Indonesia Harvest Chemical ";Tangerang-Banten;62-21-55655877;62-21-5913339;;Mr. Agus Umar Yasin;Y;N;USER0009;2015-11-09 10:04:20.500;USER0009;2015-11-09 10:04:20.517;NULL
426;014;GALILUSAM CPT SLU;"B SARAMANGO O VISO 14 36810 REDONDELA  PONTEVEDRA ";" ";;;DAVID GARCIA;Y;N;USER0009;2015-11-19 10:56:06.440;USER0009;2015-11-19 11:00:54.253;NULL
427;714;ACHMAD FAISOL M;SURABAYA;;;;08811684399;Y;N;USER0007;2015-12-07 13:58:21.000;USER0007;2015-12-07 13:58:21.017;NULL
428;715;PT ALTHA BAKTI PERKASA;SURABAYA PUSAT 60271;;;;081340210630;Y;N;USER0007;2015-12-07 16:50:00.313;USER0007;2016-10-11 02:50:51.137;NULL
429;716;RISFENCE;BITUNG;;;;081340210630;Y;N;USER0007;2015-12-07 16:50:33.860;USER0007;2015-12-07 16:50:33.877;NULL
430;717;PT SEAFOOD INSPECTION LAB;DENPASAR BALI;0361 728206;08113802094;sales@baliseafoodlab.com;ANI;Y;N;USER0009;2016-01-11 14:59:38.560;USER0008;2018-03-06 16:04:24.563;NULL
431;718;PT KONSUIL PERDANA IND;"SULAWESI UTARA ";;;;RINALDO EDO;Y;N;USER0007;2016-01-15 16:58:39.513;USER0007;2016-11-08 20:46:52.353;NULL
432;017;PT. MULTIPRO JAYA PRIMA;JAKARTA;"021-6627567 ; 6691705";021-6627626;;adi harluk;Y;N;USER0009;2016-01-21 17:28:42.470;USER0009;2016-01-21 17:28:42.487;NULL
433;018;FONSSHOP;SURABYA;031-5329951;031-5317989;firma@fonsshop.net;FIRMA ARDIANSYAH;Y;N;USER0009;2016-01-25 17:17:58.160;USER0009;2016-01-25 17:17:58.160;NULL
434;179;BLESSING CELULER BITUNG;BITUNG;;;;NONA;Y;N;USER0007;2016-02-16 16:28:23.437;USER0007;2016-02-16 16:28:23.453;NULL
435;719;PT MULTITECH INDUSTRIAL INDONESIA;JAKARTA TIMUR;021 46836885;021 46829026;AFIFI_MA@YAHOO.CO.ID;AFIF ADIPTIA;Y;N;USER0007;2016-02-26 10:18:52.220;USER0007;2016-02-26 10:18:52.237;NULL
436;720;Newtron Computer;Manado;0431-8821718;;;Cynthia Laminto;Y;N;USER0007;2016-03-07 14:10:13.420;USER0007;2016-03-07 14:10:13.420;NULL
437;022;"PT. CARVINNA TRIJAYA MAKMUR ";JL ARNOLDUS SOMPOTAN KELURAHAN AERTEMBAGA I KEC AERTEMBAGA BITUNG 95526 SULUT;"0438-2239136-137; 2239162";0438-2239161;Admin@CarvinnaTM.com;Aksel Thenderan;Y;N;USER0009;2016-03-18 12:00:49.797;USER0009;2016-03-18 12:00:49.813;NULL
438;721;PT. DJOYO TEKNIK UTAMA;JAKARTA;085322027711;;;DEDI PURNOMO;Y;N;USER0007;2016-03-22 11:41:28.890;USER0007;2016-03-22 11:41:28.907;NULL
439;722;PT SINO CAPITALINDO;JAKARTA SELATAN;021 579 482 55;;;FREDERICK;Y;N;USER0007;2016-04-13 13:13:21.263;USER0007;2016-04-13 13:13:21.280;NULL
440;723;TOKO WISMA LISTRIK MANADO;MANADO;0438-862630;;;WISMA LISTRIK;Y;N;USER0007;2016-04-19 09:23:11.013;USER0007;2016-04-19 09:23:11.030;NULL
441;724;PT INDOTEKNO KREASI;CENGKARENG, JAKARTA BARAT;02195173828;;indotekno.kreasi@gmail.co;Mr.Gideon;Y;N;USER0007;2016-05-04 08:59:38.063;USER0007;2016-05-04 08:59:38.077;NULL
442;023;DYMAR JAYA INDONESIA PT;SOHO CAPITAL PODOMORO CITY 31ST FLOOR SUITE SC 3102 310;02129181383;087776601933;;DAVID MULYADI;Y;N;USER0006;2016-05-26 16:44:57.407;USER0008;2020-07-16 17:16:55.297;NULL
443;725;PT.KINEMATIKA DINAMIKA UTAMA;JAKARTA PUSAT;02129318321;02129020014;KINEMATIKA.UTAMA@GMAIL.CO;RUDI;Y;N;USER0007;2016-06-01 08:55:22.703;USER0007;2016-06-01 08:55:22.717;NULL
444;726;PT.SARANA JAYA SAMPOERNA;Bekasi;081283376976;;;Mr.Agus;Y;N;USER0007;2016-06-10 11:50:32.127;USER0007;2016-06-10 11:50:32.140;NULL
445;727;WILLSHINE ENTERPRISE COMPANI;PHILIPPINES;;;;MR.JORGE T CUI;Y;N;USER0007;2016-06-13 15:28:54.267;USER0007;2016-06-13 15:28:54.283;NULL
446;728;TOKO TANIO;BITUNG;;;;KO NYONG;Y;N;USER0007;2016-06-20 09:16:23.157;USER0007;2016-06-20 09:16:23.173;NULL
447;729;MAHKOTA DIESEL;MANADO;;;;MAHKOTA DIESEL;Y;N;USER0007;2016-07-19 17:17:42.453;USER0007;2016-07-19 17:17:42.467;NULL
448;730;SANG SURYA MOTOR GIRIAN;"GIRIAN ";081340239000;;;KO;Y;N;USER0007;2016-08-02 11:38:40.313;USER0007;2016-08-02 11:38:40.327;NULL
449;731;PT UTAMA PLASPAK INKER;SURABAYA;;;;HENDRA;Y;N;USER0007;2016-09-19 08:51:48.567;USER0008;2016-09-20 08:44:15.053;NULL
450;732;NETSI 21;SURABAYA;(031)5025440;;;SALES;Y;N;USER0007;2016-10-10 02:53:08.723;USER0007;2016-10-10 02:53:08.733;NULL
451;301;PT NIAGA SWADAYA GROUP;MANADO;085256801228;;;081332233096;Y;N;USER0008;2017-01-09 20:55:57.990;USER0008;2017-02-02 13:43:26.817;NULL
452;733;PT VIKTORI PROFINDO AUTOMATION;SURABAYA;;;;SAMUEL TATAWI;Y;N;USER0007;2017-01-19 11:21:33.313;USER0007;2017-01-19 11:21:33.327;NULL
453;734;KALTIM JAYA;KALTIM;;;;KALTIM JAYA;Y;N;USER0007;2017-01-31 11:51:25.973;USER0007;2017-01-31 11:51:25.987;NULL
454;735;TOKOPEDIA;JAKARTA;;;;TOKOPEDIA;Y;N;USER0007;2017-02-17 09:34:53.043;USER0007;2017-02-17 09:34:53.053;NULL
455;736;FRAMIE KINDANGEN;BITUNG;;;;MR.LEE;Y;N;USER0007;2017-02-20 11:37:07.377;USER0008;2017-05-26 11:55:54.477;NULL
456;737;CLEVER TECH;MANADO KAWASAN MTC BLOCK A LT II;085256760240;;;MR.INDRA CIWULUSAN;Y;N;USER0007;2017-03-15 17:09:42.423;USER0007;2017-03-15 17:09:42.433;NULL
457;738;PT MULTITECH INDUSTRIAL INDONESIA;JAKARTA TIMUR;;;;MR.AFIF;Y;N;USER0007;2017-03-16 12:19:28.903;USER0007;2017-03-16 12:19:28.917;NULL
458;739;CV.INDOSAE;"SURABAYA PONDOK MARITIM ";;;;MR.FIAN;Y;N;USER0007;2017-03-27 10:32:47.893;USER0007;2017-03-27 10:32:47.907;NULL
459;740;PT MUTIARA BARA SAKTI;SAMARINDA KALTIM;;;;DIDIK SUPOMO;Y;N;USER0007;2017-04-06 12:00:45.807;USER0007;2017-04-06 12:02:04.683;NULL
460;741;BPK ONES;TONDANO;082346013943;;;ONES;Y;N;USER0008;2017-04-17 10:49:11.247;USER0008;2017-04-17 10:49:11.260;NULL
461;742;PASAR WINENET;WINENET;;;;ATI;Y;N;USER0008;2017-04-25 09:57:28.703;USER0008;2017-04-25 09:57:28.713;NULL
462;743;CV MITRA MANDIRI;PATETEN BITUNG;082347630355;;;BP ANDY;Y;N;USER0008;2017-05-09 10:16:47.283;USER0008;2017-05-09 10:16:47.297;NULL
463;744;RINGGO MAMESAH;TONSEWER TOMPASO;085399143009;;;RINGGO;Y;N;USER0008;2017-05-10 10:11:53.000;USER0008;2020-05-04 16:55:17.263;NULL
464;745;SANTAGATA 1907 SPA;GENOVA ITALY;;;;TEREZA;Y;N;USER0008;2017-05-22 16:34:11.290;USER0008;2022-01-11 10:24:08.597;NULL
465;746;"CV PRATIKA DATA SOLUSI ";JLN NGANGEL JAYA UTARA SURABAYA;031 5026968;;PRATIKA.SBY@GMAIL.COM;IBU MIA;Y;N;USER0008;2017-07-12 18:26:39.517;USER0008;2017-07-12 18:26:39.527;NULL
466;747;BIRO SENI CIPTA;BITUNG;085298621118;;;"DIDI. ";Y;N;USER0007;2017-07-31 15:15:55.057;USER0007;2017-07-31 15:15:55.070;NULL
467;748;CV SUMBER ARTHA;SIDOARJO SURABAYA;031-7879977;031-85583040;;DIDI;Y;N;USER0007;2017-07-31 15:26:26.077;USER0008;2017-11-08 09:21:13.740;NULL
468;749;CV ANUGERAH JAYA ABADI;BUNGUR SENEN JAKARTA PUSAT;021 21479757;;;GIDEON;Y;N;USER0008;2017-08-10 15:14:17.917;USER0008;2017-08-10 15:14:17.930;NULL
469;750;LAZADA;JAKARTA;;;;LAZADA;Y;N;USER0007;2017-08-22 16:00:34.757;USER0007;2017-08-22 16:00:34.770;NULL
470;751;FEBRYAN YUDA ANDIKA;DEPOK JAWA BARAT;081281827390;;;RYAN;N;Y;USER0008;2017-09-11 14:16:15.637;USER0007;2021-08-10 11:54:05.767;NULL
471;752;STAR COM;IT CENTER MANADO;081355108374;;;ZAENAL;Y;N;USER0008;2017-09-13 10:50:23.507;USER0008;2017-09-13 10:50:23.517;NULL
472;753;PRATAMA BORDIR;MANADO;085256331193;;;NN;Y;N;USER0008;2017-09-13 11:08:05.123;USER0008;2017-09-13 11:08:05.133;NULL
473;421;CV.TRINITY ELEKTRA JAYA;MANADO;081340008825;;;081340008825;Y;N;USER0008;2017-09-27 16:00:47.880;USER0008;2023-09-21 13:25:13.093;NULL
474;754;"CARGILL PALM PRODUCTS SDN BHD ";LEVEL 22 MENARA TM OFF JALAN PANTAI BARU KUALA LUMPUR;60322463111;;;NN;Y;N;USER0008;2017-10-12 12:48:12.213;USER0008;2017-10-12 12:48:12.227;NULL
